cell_id,NRAS.1.115258747.C,NPM1.5.170837543.C,WT1.11.32417907.G
c4282,5,1,39
c4283,8,58,18
c4284,8,9,40
c4285,5,1,54
c4286,29,6,35
c4287,3,7,63
c4288,9,19,77
c4289,15,16,24
c4290,3,1,59
c4291,13,3,30
c4292,19,16,39
c4293,21,20,47
c4294,7,8,56
c4295,2,16,50
c4296,12,28,39
c4297,5,3,24
c4298,6,2,32
c4299,10,9,33
c4300,14,6,44
c4301,9,54,61
c4302,3,16,57
c4303,32,22,24
c4304,3,3,43
c4305,9,8,48
c4306,19,6,21
c4307,12,0,98
c4308,15,15,58
c4309,9,0,54
c4310,44,33,88
c4311,10,26,57
c4312,7,9,25
c4313,18,21,44
c4314,34,77,29
c4315,27,15,31
c4316,11,3,34
c4317,5,29,40
c4318,13,10,55
c4319,12,2,48
c4320,5,3,116
c4321,11,1,104
c4322,29,39,41
c4323,30,28,39
c4324,18,8,40
c4325,4,31,37
c4326,5,18,39
c4327,16,16,69
c4328,12,42,16
c4329,9,9,33
c4330,4,11,64
c4331,10,0,59
c4332,19,39,86
c4333,26,70,69
c4334,27,5,10
c4335,10,15,100
c4336,4,2,23
c4337,10,4,31
c4338,18,27,42
c4339,12,4,45
c4340,18,43,66
c4341,11,26,65
c4342,16,15,49
c4343,9,17,28
c4344,19,22,89
c4345,29,36,62
c4346,17,30,31
c4347,19,57,37
c4348,14,17,61
c4349,15,7,59
c4350,8,26,41
c4351,30,52,13
c4352,15,95,27
c4353,22,7,59
c4354,32,29,78
c4355,13,3,70
c4356,6,5,42
c4357,20,11,73
c4358,3,5,40
c4359,9,4,66
c4360,25,40,61
c4361,16,39,65
c4362,19,54,62
c4363,22,16,53
c4364,26,37,55
c4365,14,0,44
c4366,13,0,60
c4367,16,15,40
c4368,5,66,25
c4369,18,42,36
c4370,31,22,81
c4371,11,26,59
c4372,31,26,18
c4373,2,11,39
c4374,18,11,45
c4375,5,18,61
c4376,14,13,92
c4377,1,0,133
c4378,29,27,49
c4379,6,46,35
c4380,9,11,50
c4381,20,23,25
c4382,2,9,28
c4383,32,32,86
c4384,7,8,55
c4385,23,50,130
c4386,3,6,29
c4387,16,32,34
c4388,25,35,74
c4389,25,35,50
c4390,15,13,61
c4391,10,1,56
c4392,7,6,70
c4393,10,12,20
c4394,27,83,38
c4395,24,9,54
c4396,15,22,33
c4397,15,24,35
c4398,17,27,24
c4399,14,10,41
c4400,12,20,97
c4401,30,138,74
c4402,22,60,78
c4403,4,4,64
c4404,17,32,50
c4405,26,112,82
c4406,8,0,66
c4407,9,12,22
c4408,14,24,8
c4409,6,48,41
c4410,5,11,36
c4411,17,14,34
c4412,33,38,69
c4413,10,11,9
c4414,28,3,63
c4415,18,0,28
c4416,11,9,46
c4417,10,64,60
c4418,25,30,28
c4419,10,44,29
c4420,23,11,86
c4421,15,6,37
c4422,22,34,20
c4423,15,23,35
c4424,19,1,34
c4425,24,18,55
c4426,12,0,66
c4427,6,2,22
c4428,3,25,68
c4429,8,31,37
c4430,44,6,71
c4431,13,7,51
c4432,11,3,46
c4433,36,26,38
c4434,5,3,8
c4435,14,20,24
c4436,17,82,37
c4437,11,2,58
c4438,21,17,44
c4439,2,1,32
c4440,9,0,38
c4441,10,2,32
c4442,10,10,30
c4443,13,39,56
c4444,6,4,110
c4445,15,24,66
c4446,3,0,23
c4447,5,4,31
c4448,2,8,52
c4449,5,0,57
c4450,7,24,35
c4451,11,12,72
c4452,17,64,45
c4453,1,2,54
c4454,19,50,51
c4455,18,11,71
c4456,21,31,30
c4457,31,48,28
c4458,51,89,79
c4459,12,1,43
c4460,24,26,105
c4461,21,22,74
c4462,12,0,90
c4463,25,4,16
c4464,12,4,40
c4465,20,27,48
c4466,12,21,55
c4467,16,7,80
c4468,18,16,70
c4469,15,28,69
c4470,7,9,56
c4471,13,45,56
c4472,15,23,34
c4473,14,57,37
c4474,11,2,46
c4475,14,61,69
c4476,13,0,38
c4477,18,5,50
c4478,11,4,57
c4479,7,23,77
c4480,9,27,39
c4481,3,7,15
c4482,0,21,69
c4483,19,0,42
c4484,23,109,79
c4485,14,29,20
c4486,9,22,53
c4487,16,11,102
c4488,4,28,37
c4489,11,40,30
c4490,4,22,24
c4491,17,13,40
c4492,10,18,37
c4493,17,18,54
c4494,47,20,126
c4495,22,23,66
c4496,4,0,73
c4497,18,4,51
c4498,22,8,51
c4499,48,85,52
c4500,10,9,51
c4501,15,40,95
c4502,21,7,39
c4503,7,43,67
c4504,18,33,33
c4505,8,21,27
c4506,26,1,25
c4507,22,14,44
c4508,27,24,27
c4509,5,4,74
c4510,4,1,39
c4511,29,2,65
c4512,17,2,20
c4513,10,3,38
c4514,19,27,25
c4515,29,5,114
c4516,31,37,81
c4517,21,63,57
c4518,23,30,66
c4519,2,28,53
c4520,50,18,23
c4521,22,64,20
c4522,9,23,22
c4523,22,16,55
c4524,28,23,72
c4525,12,50,24
c4526,12,2,25
c4527,18,8,27
c4528,23,29,72
c4529,18,27,50
c4530,12,0,72
c4531,44,119,99
c4532,9,12,62
c4533,13,25,26
c4534,11,11,72
c4535,16,18,54
c4536,9,12,57
c4537,3,5,39
c4538,5,50,22
c4539,13,0,73
c4540,4,15,26
c4541,8,46,42
c4542,15,0,32
c4543,11,17,14
c4544,6,14,26
c4545,16,27,19
c4546,19,16,47
c4547,24,42,64
c4548,4,6,70
c4549,29,52,43
c4550,15,31,53
c4551,1,8,12
c4552,9,20,48
c4553,11,8,51
c4554,13,14,38
c4555,2,47,49
c4556,14,64,44
c4557,19,18,22
c4558,26,9,51
c4559,7,11,48
c4560,16,2,43
c4561,5,3,37
c4562,26,19,40
c4563,19,8,91
c4564,21,8,73
c4565,8,32,29
c4566,11,4,36
c4567,7,39,50
c4568,24,17,57
c4569,6,8,46
c4570,11,8,44
c4571,10,5,35
c4572,19,42,30
c4573,28,39,45
c4574,3,82,58
c4575,52,114,42
c4576,11,0,35
c4577,8,2,33
c4578,35,4,26
c4579,19,8,61
c4580,20,30,76
c4581,2,3,53
c4582,18,9,88
c4583,35,34,52
c4584,14,10,29
c4585,22,34,48
c4586,7,17,40
c4587,14,86,65
c4588,11,5,31
c4589,4,12,15
c4590,24,17,105
c4591,22,62,42
c4592,11,1,41
c4593,6,41,23
c4594,10,26,55
c4595,7,0,19
c4596,8,38,70
c4597,8,0,18
c4598,17,12,59
c4599,14,42,37
c4600,3,0,28
c4601,15,14,18
c4602,4,7,91
c4603,23,24,31
c4604,18,15,54
c4605,7,18,39
c4606,14,15,34
c4607,9,1,20
c4608,5,8,48
c4609,5,23,53
c4610,10,24,46
c4611,17,29,57
c4612,9,29,38
c4613,11,16,43
c4614,12,59,24
c4615,37,95,90
c4616,53,49,102
c4617,13,10,23
c4618,9,2,91
c4619,14,7,53
c4620,16,26,48
c4621,17,8,30
c4622,30,7,61
c4623,22,42,52
c4624,6,18,31
c4625,3,27,52
c4626,9,9,46
c4627,2,2,72
c4628,9,32,48
c4629,8,8,35
c4630,7,15,37
c4631,30,44,51
c4632,30,12,45
c4633,17,18,32
c4634,28,12,37
c4635,13,7,115
c4636,8,34,34
c4637,4,20,51
c4638,55,48,74
c4639,11,34,51
c4640,10,22,33
c4641,6,64,19
c4642,22,54,73
c4643,10,2,29
c4644,33,1,59
c4645,14,11,38
c4646,16,44,43
c4647,3,6,35
c4648,3,4,24
c4649,4,13,70
c4650,15,12,54
c4651,12,16,28
c4652,27,26,74
c4653,16,21,52
c4654,11,51,80
c4655,7,63,32
c4656,9,13,37
c4657,9,10,132
c4658,9,9,59
c4659,21,1,39
c4660,20,1,20
c4661,21,16,56
c4662,29,59,24
c4663,11,25,69
c4664,3,15,27
c4665,10,74,77
c4666,15,75,41
c4667,20,54,30
c4668,18,3,62
c4669,11,64,70
c4670,7,18,29
c4671,8,10,41
c4672,21,22,71
c4673,8,22,42
c4674,22,39,63
c4675,9,8,34
c4676,16,0,40
c4677,8,53,41
c4678,20,40,44
c4679,39,103,67
c4680,21,17,65
c4681,4,2,45
c4682,13,0,34
c4683,16,0,44
c4684,7,4,92
c4685,17,21,33
c4686,15,1,46
c4687,21,21,77
c4688,26,13,71
c4689,23,21,64
c4690,35,14,55
c4691,10,4,37
c4692,2,22,20
c4693,10,10,36
c4694,3,8,71
c4695,3,9,42
c4696,13,15,31
c4697,7,4,41
c4698,12,44,14
c4699,19,26,76
c4700,19,28,47
c4701,16,13,36
c4702,31,35,39
c4703,30,43,63
c4704,14,16,62
c4705,9,0,41
c4706,19,21,57
c4707,12,34,9
c4708,32,21,34
c4709,13,41,33
c4710,15,7,42
c4711,16,26,47
c4712,10,28,49
c4713,3,4,31
c4714,10,44,64
c4715,7,6,26
c4716,17,52,66
c4717,33,38,53
c4718,10,4,31
c4719,42,0,97
c4720,12,20,21
c4721,20,3,32
c4722,20,28,72
c4723,13,26,72
c4724,13,38,37
c4725,3,2,81
c4726,25,30,44
c4727,1,3,115
c4728,34,41,71
c4729,7,3,45
c4730,31,17,55
c4731,14,6,39
c4732,6,29,32
c4733,12,0,23
c4734,5,77,27
c4735,7,0,82
c4736,28,3,29
c4737,7,4,51
c4738,19,8,60
c4739,13,9,34
c4740,19,72,37
c4741,2,3,34
c4742,21,26,148
c4743,22,27,65
c4744,10,26,80
c4745,19,11,30
c4746,14,45,35
c4747,3,6,34
c4748,20,7,29
c4749,5,17,41
c4750,15,32,63
c4751,6,6,62
c4752,23,10,62
c4753,19,8,75
c4754,18,18,77
c4755,22,43,32
c4756,9,5,95
c4757,10,10,32
c4758,22,18,45
c4759,20,62,125
c4760,21,40,61
c4761,14,2,93
c4762,25,102,31
c4763,24,10,20
c4764,29,18,12
c4765,9,24,68
c4766,8,58,43
c4767,20,35,41
c4768,12,7,22
c4769,12,2,62
c4770,38,72,59
c4771,11,42,43
c4772,9,17,44
c4773,9,31,29
c4774,15,12,79
c4775,7,6,46
c4776,1,4,41
c4777,10,0,55
c4778,28,27,33
c4779,16,17,112
c4780,22,58,78
c4781,21,48,32
c4782,4,0,31
c4783,28,63,37
c4784,8,47,74
c4785,12,23,70
c4786,24,21,40
c4787,14,31,59
c4788,20,28,46
c4789,24,0,97
c4790,6,5,14
c4791,39,56,22
c4792,11,0,23
c4793,4,8,37
c4794,34,21,49
c4795,10,6,48
c4796,13,4,41
c4797,12,4,56
c4798,17,9,93
c4799,7,0,90
c4800,12,13,26
c4801,15,15,73
c4802,3,9,29
c4803,12,5,77
c4804,4,4,69
c4805,21,2,55
c4806,2,4,83
c4807,5,49,28
c4808,13,13,33
c4809,12,12,63
c4810,10,19,36
c4811,1,3,21
c4812,13,4,30
c4813,46,64,166
c4814,15,20,27
c4815,6,72,34
c4816,30,57,76
c4817,24,46,14
c4818,12,56,69
c4819,24,52,37
c4820,18,63,36
c4821,6,37,40
c4822,21,96,40
c4823,33,21,61
c4824,11,9,42
c4825,7,10,46
c4826,21,47,33
c4827,10,21,32
c4828,27,18,54
c4829,13,5,48
c4830,3,30,18
c4831,21,16,54
c4832,22,14,73
c4833,11,24,26
c4834,7,32,23
c4835,24,36,66
c4836,14,26,36
c4837,17,34,19
c4838,8,9,33
c4839,10,4,28
c4840,17,49,44
c4841,4,8,16
c4842,5,12,37
c4843,14,26,47
c4844,5,0,36
c4845,19,55,92
c4846,9,12,35
c4847,19,20,43
c4848,8,26,50
c4849,13,11,41
c4850,6,0,20
c4851,21,58,38
c4852,17,52,21
c4853,15,19,37
c4854,9,24,25
c4855,13,50,17
c4856,15,5,37
c4857,3,40,39
c4858,15,62,12
c4859,11,33,46
c4860,17,19,43
c4861,36,101,48
c4862,0,1,57
c4863,33,34,55
c4864,20,12,25
c4865,8,9,25
c4866,14,19,27
c4867,18,27,45
c4868,13,10,27
c4869,7,4,26
c4870,23,7,23
c4871,30,41,51
c4872,10,18,47
c4873,5,11,17
c4874,22,50,39
c4875,3,0,41
c4876,12,7,28
c4877,13,8,55
c4878,5,59,26
c4879,7,16,2
c4880,12,22,32
c4881,28,15,81
c4882,1,8,20
c4883,6,17,14
c4884,26,10,61
c4885,8,90,41
c4886,7,43,30
c4887,22,46,38
c4888,1,5,26
c4889,10,26,27
c4890,2,6,25
c4891,11,52,25
c4892,21,9,25
c4893,15,45,25
c4894,8,33,30
c4895,12,2,25
c4896,16,38,30
c4897,4,4,54
c4898,18,3,105
c4899,12,6,58
c4900,30,31,52
c4901,15,28,30
c4902,14,13,43
c4903,10,12,14
c4904,12,29,46
c4905,16,8,22
c4906,7,59,21
c4907,4,24,49
c4908,4,2,56
c4909,18,18,34
c4910,49,39,57
c4911,2,0,23
c4912,10,38,18
c4913,12,10,48
c4914,20,31,43
c4915,16,36,26
c4916,22,11,19
c4917,24,37,37
c4918,18,17,45
c4919,8,19,30
c4920,19,32,55
c4921,5,19,60
c4922,7,4,39
c4923,18,30,44
c4924,10,14,10
c4925,25,27,33
c4926,16,44,8
c4927,13,3,42
c4928,14,0,26
c4929,10,41,61
c4930,10,8,25
c4931,4,16,39
c4932,7,22,58
c4933,3,8,35
c4934,13,11,37
c4935,3,2,39
c4936,15,26,40
c4937,12,82,63
c4938,16,43,27
c4939,3,44,25
c4940,14,15,54
c4941,15,6,17
c4942,7,2,61
c4943,7,0,35
c4944,11,0,38
c4945,20,35,84
c4946,23,9,37
c4947,22,39,61
c4948,4,2,92
c4949,17,10,50
c4950,8,5,57
c4951,10,85,66
c4952,25,50,25
c4953,7,76,64
c4954,11,13,21
c4955,14,6,64
c4956,10,2,66
c4957,13,24,50
c4958,9,5,35
c4959,3,48,29
c4960,1,26,15
c4961,15,6,37
c4962,3,26,28
c4963,5,10,43
c4964,16,42,31
c4965,7,45,28
c4966,14,20,41
c4967,16,28,25
c4968,10,0,28
c4969,6,16,14
c4970,17,52,21
c4971,11,10,37
c4972,28,54,32
c4973,24,22,26
c4974,8,0,36
c4975,22,14,46
c4976,32,22,30
c4977,14,35,25
c4978,7,29,63
c4979,13,2,27
c4980,18,43,60
c4981,13,47,11
c4982,17,9,33
c4983,11,12,74
c4984,28,22,54
c4985,3,2,32
c4986,24,14,32
c4987,9,28,23
c4988,13,7,134
c4989,9,6,47
c4990,18,45,22
c4991,3,19,36
c4992,2,22,17
c4993,23,10,18
c4994,24,17,57
c4995,18,8,31
c4996,11,20,35
c4997,6,18,59
c4998,20,18,90
c4999,38,21,62
c5000,12,23,51
c5001,15,11,18
c5002,10,47,19
c5003,14,85,74
c5004,6,16,28
c5005,16,23,72
c5006,11,28,30
c5007,18,12,68
c5008,8,57,24
c5009,12,0,34
c5010,23,57,44
c5011,11,6,35
c5012,8,14,44
c5013,8,25,49
c5014,8,1,51
c5015,11,40,24
c5016,19,32,22
c5017,4,34,46
c5018,9,23,9
c5019,4,11,50
c5020,8,14,62
c5021,14,18,39
c5022,4,13,44
c5023,35,25,43
c5024,3,6,57
c5025,17,20,44
c5026,7,6,21
c5027,17,31,70
c5028,13,24,72
c5029,17,9,49
c5030,10,18,17
c5031,12,25,30
c5032,26,10,32
c5033,15,28,28
c5034,4,1,34
c5035,43,34,62
c5036,21,21,81
c5037,3,5,78
c5038,24,41,54
c5039,8,5,36
c5040,13,36,18
c5041,10,13,27
c5042,9,20,87
c5043,15,16,37
c5044,17,14,94
c5045,3,10,52
c5046,5,0,27
c5047,30,11,94
c5048,18,11,51
c5049,7,3,26
c5050,18,12,86
c5051,15,10,20
c5052,12,14,68
c5053,8,55,33
c5054,6,4,53
c5055,44,52,101
c5056,18,25,21
c5057,28,63,62
c5058,0,2,41
c5059,22,20,48
c5060,9,13,20
c5061,11,14,78
c5062,5,2,72
c5063,6,2,43
c5064,12,4,60
c5065,1,1,56
c5066,15,31,40
c5067,13,31,9
c5068,48,7,81
c5069,14,10,32
c5070,25,28,91
c5071,4,9,59
c5072,9,14,28
c5073,7,5,94
c5074,13,25,6
c5075,19,19,33
c5076,8,4,28
c5077,13,14,40
c5078,37,67,59
c5079,24,9,33
c5080,11,7,41
c5081,18,36,33
c5082,15,19,63
c5083,7,12,81
c5084,5,4,27
c5085,7,5,12
c5086,15,50,17
c5087,0,3,62
c5088,11,10,81
c5089,13,7,70
c5090,11,20,57
c5091,19,14,97
c5092,27,74,95
c5093,41,35,66
c5094,7,5,34
c5095,18,19,44
c5096,38,47,112
c5097,42,89,77
c5098,33,16,90
c5099,18,33,55
c5100,16,5,18
c5101,19,26,29
c5102,22,22,33
c5103,18,12,36
c5104,18,15,62
c5105,2,26,24
c5106,15,57,16
c5107,40,30,84
c5108,31,11,65
c5109,13,4,99
c5110,26,31,94
c5111,20,8,68
c5112,18,32,31
c5113,5,1,24
c5114,7,15,42
c5115,15,16,35
c5116,5,7,48
c5117,10,6,58
c5118,27,89,61
c5119,22,8,35
c5120,9,8,36
c5121,27,26,54
c5122,9,22,35
c5123,11,30,31
c5124,11,17,24
c5125,26,18,50
c5126,15,22,72
c5127,17,1,55
c5128,4,2,29
c5129,7,5,45
c5130,6,10,42
c5131,6,6,41
c5132,12,6,45
c5133,11,2,33
c5134,6,42,37
c5135,20,15,43
c5136,7,7,32
c5137,11,21,38
c5138,5,8,23
c5139,6,17,34
c5140,16,23,62
c5141,41,23,73
c5142,11,11,40
c5143,2,7,27
c5144,24,36,42
c5145,5,6,49
c5146,27,20,64
c5147,41,4,149
c5148,11,8,90
c5149,4,20,33
c5150,30,5,45
c5151,7,8,24
c5152,5,20,42
c5153,10,36,26
c5154,6,38,57
c5155,22,8,45
c5156,8,12,27
c5157,14,55,48
c5158,23,44,53
c5159,15,11,37
c5160,8,16,39
c5161,4,0,21
c5162,28,48,53
c5163,13,12,35
c5164,10,0,42
c5165,11,4,38
c5166,25,2,39
c5167,5,46,58
c5168,6,7,17
c5169,37,38,65
c5170,16,22,63
c5171,3,10,27
c5172,14,22,81
c5173,16,3,72
c5174,41,28,37
c5175,10,3,47
c5176,5,8,31
c5177,6,0,30
c5178,6,37,41
c5179,8,12,41
c5180,5,8,49
c5181,18,56,31
c5182,6,4,45
c5183,13,9,50
c5184,5,1,28
c5185,13,8,25
c5186,17,23,37
c5187,25,23,103
c5188,11,13,18
c5189,0,30,37
c5190,4,10,20
c5191,9,6,33
c5192,9,3,33
c5193,4,38,45
c5194,14,17,48
c5195,4,0,97
c5196,17,49,42
c5197,20,9,66
c5198,8,28,53
c5199,12,7,57
c5200,3,25,41
c5201,14,23,54
c5202,14,4,14
c5203,13,21,43
c5204,69,46,108
c5205,9,14,27
c5206,3,0,34
c5207,4,4,48
c5208,15,80,36
c5209,18,20,78
c5210,3,13,38
c5211,16,56,55
c5212,15,60,37
c5213,5,10,20
c5214,6,70,96
c5215,10,60,26
c5216,2,7,45
c5217,1,3,27
c5218,8,8,73
c5219,6,0,71
c5220,15,26,40
c5221,21,17,60
c5222,32,73,64
c5223,13,6,40
c5224,11,20,28
c5225,12,19,45
c5226,6,10,63
c5227,12,11,40
c5228,2,0,53
c5229,18,26,28
c5230,13,27,52
c5231,5,4,40
c5232,17,2,58
c5233,7,13,50
c5234,20,41,48
c5235,11,2,59
c5236,25,8,45
c5237,14,10,63
c5238,3,2,95
c5239,39,31,126
c5240,15,30,36
c5241,19,14,41
c5242,10,18,38
c5243,19,5,17
c5244,15,10,4
c5245,21,3,36
c5246,24,38,76
c5247,7,13,51
c5248,6,40,25
c5249,2,3,38
c5250,5,18,41
c5251,15,8,40
c5252,5,0,38
c5253,13,0,32
c5254,6,14,82
c5255,23,34,37
c5256,8,59,21
c5257,12,3,101
c5258,14,20,92
c5259,15,15,63
c5260,16,15,11
c5261,18,10,37
c5262,10,13,70
c5263,7,9,36
c5264,19,9,62
c5265,12,10,74
c5266,13,64,44
c5267,36,23,131
c5268,22,33,19
c5269,4,52,46
c5270,27,16,32
c5271,28,21,65
c5272,7,3,23
c5273,19,9,42
c5274,26,0,67
c5275,12,33,58
c5276,15,4,48
c5277,12,4,43
c5278,13,2,43
c5279,7,1,52
c5280,1,25,52
c5281,6,16,46
c5282,6,8,50
c5283,16,0,103
c5284,17,2,35
c5285,6,6,70
c5286,21,31,23
c5287,21,4,53
c5288,17,10,69
c5289,27,72,44
c5290,19,36,36
c5291,15,7,63
c5292,56,42,64
c5293,20,20,40
c5294,6,14,81
c5295,6,0,93
c5296,17,29,30
c5297,12,35,35
c5298,15,5,57
c5299,14,6,0
c5300,13,16,39
c5301,8,9,34
c5302,11,7,71
c5303,12,4,68
c5304,14,15,16
c5305,8,8,43
c5306,15,19,39
c5307,23,51,54
c5308,19,46,31
c5309,1,0,50
c5310,6,87,41
c5311,5,28,47
c5312,6,23,29
c5313,9,4,61
c5314,7,17,71
c5315,5,5,47
c5316,6,12,36
c5317,8,0,50
c5318,18,3,6
c5319,15,17,14
c5320,6,1,74
c5321,26,18,62
c5322,10,17,38
c5323,13,33,63
c5324,25,9,91
c5325,13,9,93
c5326,13,20,38
c5327,24,35,45
c5328,16,73,60
c5329,25,88,80
c5330,6,31,29
c5331,28,15,31
c5332,20,14,48
c5333,32,11,79
c5334,10,68,25
c5335,16,4,58
c5336,38,8,38
c5337,6,1,108
c5338,11,7,45
c5339,11,2,47
c5340,20,17,58
c5341,18,3,44
c5342,9,3,43
c5343,7,54,56
c5344,15,4,33
c5345,10,31,44
c5346,27,33,50
c5347,14,8,24
c5348,26,88,62
c5349,12,3,36
c5350,10,47,20
c5351,23,11,28
c5352,30,30,21
c5353,23,51,73
c5354,13,9,46
c5355,14,14,43
c5356,13,5,83
c5357,17,22,22
c5358,22,16,60
c5359,22,38,29
c5360,22,2,34
c5361,16,51,33
c5362,5,3,5
c5363,6,14,24
c5364,7,3,34
c5365,4,0,121
c5366,19,17,40
c5367,11,19,55
c5368,15,6,44
c5369,25,27,37
c5370,1,0,22
c5371,0,6,19
c5372,12,19,46
c5373,2,4,90
c5374,15,10,50
c5375,18,1,72
c5376,18,57,70
c5377,13,26,19
c5378,10,2,31
c5379,14,1,60
c5380,11,33,37
c5381,5,42,45
c5382,4,14,58
c5383,3,30,68
c5384,18,36,52
c5385,24,33,92
c5386,12,36,37
c5387,4,6,24
c5388,4,12,37
c5389,8,5,87
c5390,15,63,55
c5391,21,31,21
c5392,15,14,82
c5393,6,12,49
c5394,6,2,13
c5395,26,48,46
c5396,6,1,70
c5397,16,30,27
c5398,15,10,66
c5399,23,25,27
c5400,32,115,150
c5401,5,2,39
c5402,4,72,11
c5403,21,5,39
c5404,27,52,61
c5405,16,14,47
c5406,7,13,97
c5407,9,26,54
c5408,13,38,31
c5409,37,9,74
c5410,6,1,46
c5411,12,36,80
c5412,22,22,15
c5413,8,5,28
c5414,9,9,67
c5415,9,13,47
c5416,13,11,32
c5417,8,10,44
c5418,14,26,64
c5419,25,22,73
c5420,11,6,118
c5421,12,12,41
c5422,12,0,35
c5423,22,0,40
c5424,24,3,49
c5425,15,22,59
c5426,26,2,68
c5427,15,4,39
c5428,15,41,35
c5429,26,13,48
c5430,30,26,99
c5431,31,33,40
c5432,17,5,42
c5433,11,6,61
c5434,35,8,145
c5435,5,2,86
c5436,12,10,59
c5437,20,36,50
c5438,32,46,54
c5439,14,26,30
c5440,16,31,39
c5441,31,60,36
c5442,9,10,10
c5443,6,8,39
c5444,6,4,36
c5445,24,123,89
c5446,14,33,33
c5447,9,12,35
c5448,12,4,44
c5449,7,10,65
c5450,12,37,15
c5451,13,2,81
c5452,14,14,48
c5453,36,55,88
c5454,41,72,86
c5455,8,39,44
c5456,18,0,40
c5457,40,18,27
c5458,19,19,60
c5459,10,12,73
c5460,8,8,19
c5461,12,39,44
c5462,18,14,59
c5463,37,11,53
c5464,9,6,85
c5465,22,28,45
c5466,16,27,46
c5467,6,7,53
c5468,25,40,37
c5469,3,14,14
c5470,18,67,49
c5471,14,2,24
c5472,56,36,69
c5473,10,15,21
c5474,6,34,41
c5475,3,0,35
c5476,25,15,79
c5477,9,8,27
c5478,12,15,73
c5479,1,3,52
c5480,21,36,29
c5481,12,34,38
c5482,2,26,25
c5483,2,2,36
c5484,8,6,48
c5485,10,3,88
c5486,33,30,35
c5487,5,2,35
c5488,35,86,55
c5489,6,17,30
c5490,2,0,60
c5491,6,7,42
c5492,12,50,36
c5493,22,5,57
c5494,14,22,58
c5495,5,5,53
c5496,19,84,33
c5497,3,3,49
c5498,21,18,34
c5499,12,2,34
c5500,5,5,102
c5501,3,8,92
c5502,3,2,18
c5503,17,8,51
c5504,35,35,25
c5505,12,8,39
c5506,12,5,61
c5507,10,7,40
c5508,6,15,14
c5509,11,27,21
c5510,4,26,57
c5511,17,18,55
c5512,14,14,50
c5513,13,27,44
c5514,6,50,44
c5515,11,0,23
c5516,20,34,45
c5517,12,46,29
c5518,42,22,27
c5519,56,43,141
c5520,5,9,26
c5521,7,30,38
c5522,19,58,28
c5523,21,5,74
c5524,17,42,36
c5525,10,10,46
c5526,11,33,14
c5527,1,47,56
c5528,26,38,34
c5529,17,7,32
c5530,18,21,38
c5531,21,43,62
c5532,29,31,35
c5533,13,14,43
c5534,14,9,76
c5535,7,4,49
c5536,6,14,53
c5537,9,4,61
c5538,11,24,41
c5539,18,9,21
c5540,13,11,35
c5541,7,8,51
c5542,19,22,26
c5543,18,54,32
c5544,9,8,14
c5545,10,9,18
c5546,8,10,60
c5547,3,16,38
c5548,10,13,36
c5549,24,34,57
c5550,6,7,34
c5551,3,0,37
c5552,12,16,23
c5553,5,12,62
c5554,1,0,86
c5555,8,0,21
c5556,1,30,69
c5557,14,48,5
c5558,5,2,26
c5559,29,132,138
c5560,9,16,37
c5561,18,55,24
c5562,7,48,12
c5563,14,0,51
c5564,30,85,61
c5565,9,33,42
c5566,21,32,33
c5567,22,12,51
c5568,4,8,4
c5569,24,19,50
c5570,7,20,86
c5571,24,44,64
c5572,10,11,22
c5573,25,5,52
c5574,6,14,33
c5575,6,2,66
c5576,7,3,208
c5577,12,8,35
c5578,17,17,48
c5579,20,10,49
c5580,11,16,37
c5581,38,90,44
c5582,23,30,63
c5583,5,18,60
c5584,3,10,46
c5585,3,58,50
c5586,25,51,98
c5587,7,10,56
c5588,24,46,21
c5589,0,2,30
c5590,11,5,26
c5591,37,86,39
c5592,3,5,64
c5593,16,0,72
c5594,23,20,39
c5595,1,8,45
c5596,6,8,72
c5597,27,25,27
c5598,5,24,31
c5599,6,0,23
c5600,13,16,44
c5601,22,39,49
c5602,22,45,42
c5603,3,28,22
c5604,8,4,42
c5605,14,4,43
c5606,13,6,50
c5607,21,0,38
c5608,19,2,11
c5609,10,17,16
c5610,11,5,38
c5611,9,10,22
c5612,19,0,16
c5613,13,23,34
c5614,25,17,50
c5615,13,2,40
c5616,4,30,34
c5617,14,41,64
c5618,33,34,23
c5619,6,14,20
c5620,18,39,53
c5621,16,12,62
c5622,3,6,70
c5623,5,6,26
c5624,7,0,31
c5625,13,12,37
c5626,18,11,122
c5627,5,28,22
c5628,3,22,46
c5629,8,18,40
c5630,4,10,30
c5631,29,36,89
c5632,14,4,55
c5633,8,50,51
c5634,14,33,63
c5635,24,11,46
c5636,29,45,85
c5637,10,8,73
c5638,13,5,55
c5639,13,30,77
c5640,18,26,23
c5641,10,14,48
c5642,9,8,26
c5643,6,26,31
c5644,18,2,53
c5645,32,19,91
c5646,5,6,20
c5647,17,45,32
c5648,20,16,49
c5649,31,48,64
c5650,10,8,46
c5651,11,37,18
c5652,9,22,58
c5653,8,4,146
c5654,12,17,53
c5655,2,5,46
c5656,22,19,36
c5657,9,23,35
c5658,6,10,17
c5659,32,51,46
c5660,20,7,54
c5661,28,9,94
c5662,5,2,43
c5663,28,9,29
c5664,15,36,36
c5665,14,10,14
c5666,33,29,68
c5667,11,48,35
c5668,5,10,38
c5669,20,12,63
c5670,0,27,63
c5671,10,22,47
c5672,12,5,52
c5673,5,50,36
c5674,20,67,46
c5675,15,0,28
c5676,28,8,65
