cell_id,DNMT3A.2.25457243.G,NPM1.5.170837543.C,FLT3.13.28608273.X,TP53.17.7578275.G
c3563,3,1,14,80
c3564,10,5,309,109
c3565,48,48,78,70
c3566,5,3,19,5
c3567,118,104,107,93
c3568,74,75,78,53
c3569,7,4,230,100
c3570,35,7,28,18
c3571,10,7,42,37
c3572,178,196,206,162
c3573,67,29,114,71
c3574,89,25,215,69
c3575,66,42,107,48
c3576,58,76,97,64
c3577,91,59,45,155
c3578,27,5,32,78
c3579,93,42,156,128
c3580,53,12,45,104
c3581,86,6,18,73
c3582,39,6,125,85
c3583,23,17,227,152
c3584,43,12,154,84
c3585,66,8,137,74
c3586,85,84,204,111
c3587,17,13,85,45
c3588,36,5,83,65
c3589,146,84,120,77
c3590,29,0,54,53
c3591,61,13,122,118
c3592,85,36,52,111
c3593,100,100,170,57
c3594,100,41,124,105
c3595,127,183,182,191
c3596,70,14,256,173
c3597,86,22,78,31
c3598,55,30,77,65
c3599,72,9,74,59
c3600,61,58,49,36
c3601,44,12,108,85
c3602,65,26,180,93
c3603,79,45,80,91
c3604,28,0,140,71
c3605,69,16,97,69
c3606,44,17,103,64
c3607,53,48,71,50
c3608,41,34,63,59
c3609,34,0,45,78
c3610,55,25,75,40
c3611,9,9,72,65
c3612,94,29,98,94
c3613,186,261,288,216
c3614,66,53,172,85
c3615,67,40,80,65
c3616,0,0,78,48
c3617,73,33,66,64
c3618,125,37,147,70
c3619,35,5,84,88
c3620,84,10,72,81
c3621,38,7,75,101
c3622,26,5,110,78
c3623,25,0,56,101
c3624,56,39,126,80
c3625,55,52,87,53
c3626,62,11,54,45
c3627,20,9,98,56
c3628,55,19,149,118
c3629,134,120,206,162
c3630,25,3,41,59
c3631,48,69,139,60
c3632,81,133,133,63
c3633,23,2,92,75
c3634,32,2,48,68
c3635,6,4,64,68
c3636,61,42,118,85
c3637,48,56,56,45
c3638,25,11,69,97
c3639,10,3,120,89
c3640,44,11,98,50
c3641,83,76,106,69
c3642,36,6,85,74
c3643,79,21,163,206
c3644,135,26,201,99
c3645,13,10,30,60
c3646,17,5,82,76
c3647,32,16,36,59
c3648,15,5,27,39
c3649,13,2,57,62
c3650,10,0,12,8
c3651,56,43,46,74
c3652,202,100,198,222
c3653,21,7,113,112
c3654,78,57,77,90
c3655,174,112,200,204
c3656,28,9,74,56
c3657,205,131,188,174
c3658,2,0,28,25
c3659,3,10,29,77
c3660,23,44,68,59
c3661,146,277,120,171
c3662,81,7,96,64
c3663,103,26,208,144
c3664,5,5,38,59
c3665,168,116,169,120
c3666,63,34,52,63
c3667,123,54,100,105
c3668,8,2,52,50
c3669,5,1,31,36
c3670,19,2,106,105
c3671,13,1,19,34
c3672,18,0,99,106
c3673,137,8,336,302
c3674,14,16,50,42
c3675,99,5,268,505
c3676,38,80,107,65
c3677,3,4,112,81
c3678,4,2,25,29
c3679,44,19,69,40
c3680,25,17,61,63
c3681,24,75,72,91
c3682,74,80,84,50
c3683,68,9,422,398
c3684,80,27,172,50
c3685,259,198,212,260
c3686,82,99,49,79
c3687,3,2,40,63
c3688,15,1,28,32
c3689,15,5,46,61
c3690,8,51,91,80
c3691,17,4,94,191
c3692,35,37,137,113
c3693,28,3,31,68
c3694,38,12,40,65
c3695,66,10,69,88
c3696,32,2,56,63
c3697,49,21,119,45
c3698,10,2,9,45
c3699,72,48,148,111
c3700,158,112,181,134
c3701,42,65,98,42
c3702,196,353,315,297
c3703,52,21,187,95
c3704,16,8,61,37
c3705,73,89,45,47
c3706,63,30,54,37
c3707,91,26,120,134
c3708,23,3,77,64
c3709,84,179,295,225
c3710,61,18,84,59
c3711,50,33,107,74
c3712,90,42,115,96
c3713,126,93,181,108
c3714,83,120,94,45
c3715,86,128,95,98
c3716,86,113,99,89
c3717,66,0,101,77
c3718,101,24,141,155
c3719,52,18,268,115
c3720,23,45,74,28
c3721,86,31,131,42
c3722,133,96,108,106
c3723,21,3,50,42
c3724,54,12,110,44
c3725,45,19,72,54
c3726,17,11,115,43
c3727,219,2,266,168
c3728,81,24,106,95
c3729,60,19,70,90
c3730,16,1,68,47
c3731,11,4,83,146
c3732,30,5,69,197
c3733,207,106,187,224
c3734,16,6,13,170
c3735,8,2,33,91
c3736,91,28,92,77
c3737,81,24,84,120
c3738,53,10,88,86
c3739,26,7,69,42
c3740,27,15,50,39
c3741,108,83,102,104
c3742,17,1,204,35
c3743,67,32,96,88
c3744,42,11,183,76
c3745,43,9,108,15
c3746,66,37,80,27
c3747,67,70,79,66
c3748,37,45,80,62
c3749,85,51,80,63
c3750,7,7,40,48
c3751,57,12,151,109
c3752,260,195,282,199
c3753,42,6,137,78
c3754,25,10,92,93
c3755,28,16,91,56
c3756,174,95,274,102
c3757,32,29,23,27
c3758,52,16,45,65
c3759,40,10,126,45
c3760,13,3,33,32
c3761,75,83,87,64
c3762,38,9,51,62
c3763,246,110,256,154
c3764,46,25,99,103
c3765,10,4,24,73
c3766,109,94,240,270
c3767,231,127,426,442
c3768,101,60,186,114
c3769,75,29,219,199
c3770,32,17,155,114
c3771,130,102,106,96
c3772,47,6,62,129
c3773,23,6,53,70
c3774,13,2,85,49
c3775,57,19,85,61
c3776,11,3,70,22
c3777,40,37,129,72
c3778,11,1,56,43
c3779,26,6,58,42
c3780,6,2,27,48
c3781,14,4,49,30
c3782,32,0,49,55
c3783,20,39,167,123
c3784,156,278,104,127
c3785,28,37,182,136
c3786,80,7,105,47
c3787,89,28,103,75
c3788,318,186,307,214
c3789,156,45,472,316
c3790,14,26,121,215
c3791,1,1,40,36
c3792,69,84,94,61
c3793,43,29,174,182
c3794,328,300,167,245
c3795,139,57,99,144
c3796,14,2,44,117
c3797,69,41,150,99
c3798,16,4,17,35
c3799,58,13,138,67
c3800,121,47,153,117
c3801,98,54,169,92
c3802,283,258,353,112
c3803,8,4,27,21
c3804,25,2,24,8
c3805,136,156,205,169
c3806,20,48,108,55
c3807,19,0,48,71
c3808,54,43,94,57
c3809,55,25,77,52
c3810,15,10,65,53
c3811,72,42,180,123
c3812,24,7,41,16
c3813,48,28,55,28
c3814,44,50,51,29
c3815,7,4,3,81
c3816,143,58,185,170
c3817,52,61,44,30
c3818,25,16,132,159
c3819,104,55,150,153
c3820,70,23,121,103
c3821,19,2,39,24
c3822,98,55,115,128
c3823,62,66,153,139
c3824,86,12,152,109
c3825,61,4,52,59
c3826,103,29,141,113
c3827,65,16,44,56
c3828,56,22,135,111
c3829,69,115,2,77
c3830,78,67,115,90
c3831,85,24,216,340
c3832,69,43,202,114
c3833,16,2,49,54
c3834,307,70,213,152
c3835,14,8,282,117
c3836,40,48,50,48
c3837,187,43,187,237
c3838,11,1,35,92
c3839,25,27,80,59
c3840,38,5,77,114
c3841,38,18,51,45
c3842,7,5,26,49
c3843,4,1,32,14
c3844,27,2,90,76
c3845,11,2,20,46
c3846,95,21,82,73
c3847,14,37,158,42
c3848,45,33,62,51
c3849,172,64,197,124
c3850,216,88,509,520
c3851,22,3,47,49
c3852,40,16,49,28
c3853,7,1,79,93
c3854,100,282,174,116
c3855,21,8,73,209
c3856,7,3,15,20
c3857,26,30,64,134
c3858,98,47,102,144
c3859,186,59,255,149
c3860,137,89,222,114
c3861,110,19,169,113
c3862,56,48,90,74
c3863,78,3,176,91
c3864,37,9,98,58
c3865,182,20,191,88
c3866,82,32,127,42
c3867,76,18,102,75
c3868,75,7,288,156
c3869,71,20,116,64
c3870,110,14,124,63
c3871,61,30,98,71
c3872,51,118,64,51
c3873,22,3,130,99
c3874,104,94,86,54
c3875,123,145,83,138
c3876,7,0,20,13
c3877,32,20,111,67
c3878,12,2,82,106
c3879,231,197,247,200
c3880,53,26,108,91
c3881,17,3,45,63
c3882,67,20,130,97
c3883,48,2,95,68
c3884,164,46,247,731
c3885,60,33,172,138
c3886,48,23,124,101
c3887,75,39,106,68
c3888,44,2,87,72
c3889,29,1,193,65
c3890,273,376,350,71
c3891,56,0,136,144
c3892,36,6,88,67
c3893,51,5,64,73
c3894,44,108,49,60
c3895,248,74,196,203
c3896,167,46,304,700
c3897,127,76,253,235
c3898,52,22,90,103
c3899,14,3,57,52
c3900,9,42,107,160
c3901,19,11,31,74
c3902,150,203,194,143
c3903,52,96,105,60
c3904,48,17,1,46
c3905,29,15,110,60
c3906,25,11,92,127
c3907,23,7,41,40
c3908,48,2,169,153
c3909,264,125,284,220
c3910,131,8,303,112
c3911,149,18,694,313
c3912,58,7,37,96
c3913,165,78,229,181
c3914,107,61,60,93
c3915,96,12,130,101
c3916,79,17,159,87
c3917,54,14,341,107
c3918,110,19,119,137
c3919,122,33,285,237
c3920,50,39,146,91
c3921,53,31,81,73
c3922,12,35,47,435
c3923,283,271,269,261
c3924,30,17,183,129
c3925,10,14,141,71
c3926,56,46,64,87
c3927,6,3,27,55
c3928,19,3,160,34
c3929,7,5,92,62
c3930,194,60,228,198
c3931,68,35,112,76
c3932,97,55,124,67
c3933,64,36,67,62
c3934,29,14,90,82
c3935,94,97,103,82
c3936,42,6,61,96
c3937,65,14,83,72
c3938,97,117,77,115
c3939,46,16,128,26
c3940,20,3,49,47
c3941,42,4,130,44
c3942,78,63,108,66
c3943,63,73,43,44
c3944,128,144,198,200
c3945,46,11,159,68
c3946,273,103,358,323
c3947,53,33,74,75
c3948,123,63,141,104
c3949,75,57,145,64
c3950,29,6,58,56
c3951,75,73,48,89
c3952,79,7,70,69
c3953,49,18,91,62
c3954,24,7,49,43
c3955,17,4,78,0
c3956,30,3,240,159
c3957,236,253,241,206
c3958,71,49,67,99
c3959,19,13,18,22
c3960,7,1,61,53
c3961,46,5,66,69
c3962,27,4,88,38
c3963,115,110,154,179
c3964,93,70,120,67
c3965,96,71,136,111
c3966,57,18,124,153
c3967,60,60,53,35
c3968,66,29,153,81
c3969,64,25,171,107
c3970,52,35,72,57
c3971,57,23,148,167
c3972,43,9,87,69
c3973,110,88,239,190
c3974,22,11,158,56
c3975,13,7,260,131
c3976,35,7,180,65
c3977,56,75,76,56
c3978,49,17,197,66
c3979,3,2,27,52
c3980,94,111,144,112
c3981,72,13,116,149
c3982,34,29,57,63
c3983,95,152,96,92
c3984,76,31,76,68
c3985,14,9,29,31
c3986,29,2,41,81
c3987,64,42,265,113
c3988,86,52,91,82
c3989,41,6,94,61
c3990,40,16,157,103
c3991,9,8,17,8
c3992,46,13,63,70
c3993,7,3,17,21
c3994,46,57,89,77
c3995,66,108,103,84
c3996,41,1,282,101
c3997,47,38,211,162
c3998,63,62,62,66
c3999,13,0,31,37
c4000,23,11,128,33
c4001,200,174,272,232
c4002,40,5,86,32
c4003,43,68,108,51
c4004,230,334,243,266
c4005,20,8,70,58
c4006,10,3,21,54
c4007,26,8,55,65
c4008,57,13,65,110
c4009,67,72,101,54
c4010,61,22,126,97
c4011,61,18,105,92
c4012,29,3,39,59
c4013,20,14,114,302
c4014,0,72,0,34
c4015,38,9,149,97
c4016,212,81,269,239
c4017,64,34,63,62
c4018,47,2,11,72
c4019,7,0,21,47
c4020,85,86,91,66
c4021,64,16,81,73
c4022,56,25,155,282
c4023,67,19,104,86
c4024,110,29,113,87
c4025,44,20,81,62
c4026,50,8,80,112
c4027,87,138,99,77
c4028,14,4,66,53
c4029,30,6,73,0
c4030,36,9,88,105
c4031,9,6,33,27
c4032,50,3,89,56
c4033,0,0,34,2
c4034,75,29,116,41
c4035,16,58,97,43
c4036,30,24,205,127
c4037,12,4,38,36
c4038,48,6,54,71
c4039,19,5,48,44
c4040,10,1,21,12
c4041,49,7,129,134
c4042,36,18,26,49
c4043,31,24,146,17
c4044,28,5,61,66
c4045,73,26,121,86
c4046,64,11,81,138
c4047,79,69,39,65
c4048,0,57,130,110
c4049,58,27,59,105
c4050,73,15,163,161
c4051,80,3,86,193
c4052,52,18,141,54
c4053,1,1,14,114
c4054,31,0,64,132
c4055,61,38,129,111
c4056,18,4,45,87
c4057,52,21,112,82
c4058,57,38,104,109
c4059,2,1,4,64
c4060,14,5,27,58
c4061,6,11,45,132
c4062,136,49,95,156
c4063,80,25,116,110
c4064,30,7,52,56
c4065,98,24,93,77
c4066,4,6,9,65
c4067,68,13,108,133
c4068,81,23,148,70
c4069,0,4,42,29
c4070,24,5,52,20
c4071,51,21,148,94
c4072,87,54,174,82
c4073,33,27,30,49
c4074,10,5,44,65
c4075,10,7,53,42
c4076,99,23,190,99
c4077,17,7,170,66
c4078,3,18,228,157
c4079,36,17,63,54
c4080,47,53,28,45
c4081,24,9,114,65
c4082,11,1,23,25
c4083,31,3,60,150
c4084,112,241,161,153
c4085,31,63,146,141
c4086,5,3,54,25
