cell_id,NPM1.5.170837545.C,PTPN11.12.112888211.A,FLT3.13.28592634.CATG
c4281,31,45,56
c4282,9,30,22
c4283,18,25,30
c4284,15,7,37
c4285,35,11,31
c4286,36,47,40
c4287,7,26,27
c4288,46,81,104
c4289,24,21,30
c4290,22,65,92
c4291,21,45,37
c4292,44,60,91
c4293,24,33,20
c4294,10,35,21
c4295,19,23,36
c4296,15,22,40
c4297,4,30,53
c4298,28,31,14
c4299,5,18,41
c4300,32,38,37
c4301,3,46,40
c4302,5,38,31
c4303,5,14,21
c4304,47,42,35
c4305,22,37,76
c4306,9,48,43
c4307,0,31,45
c4308,8,15,36
c4309,5,34,36
c4310,1,14,36
c4311,14,39,33
c4312,33,25,23
c4313,35,39,58
c4314,0,14,44
c4315,14,41,34
c4316,5,54,76
c4317,12,34,36
c4318,22,31,17
c4319,16,13,24
c4320,54,56,63
c4321,1,42,44
c4322,0,32,56
c4323,13,16,32
c4324,13,18,30
c4325,50,21,38
c4326,4,93,115
c4327,31,44,56
c4328,8,33,57
c4329,20,19,31
c4330,4,29,72
c4331,5,46,35
c4332,48,20,14
c4333,0,28,58
c4334,2,31,44
c4335,31,26,34
c4336,16,19,19
c4337,3,31,42
c4338,0,27,53
c4339,45,64,63
c4340,24,38,29
c4341,10,36,51
c4342,6,39,49
c4343,43,61,73
c4344,25,43,50
c4345,10,54,41
c4346,21,16,9
c4347,67,52,53
c4348,8,32,53
c4349,5,21,48
c4350,35,27,30
c4351,3,20,42
c4352,34,25,26
c4353,27,29,45
c4354,4,17,16
c4355,2,21,32
c4356,24,33,14
c4357,20,57,71
c4358,28,19,17
c4359,42,26,27
c4360,12,43,25
c4361,20,24,25
c4362,18,31,34
c4363,8,47,55
c4364,19,25,51
c4365,29,49,92
c4366,33,19,38
c4367,29,25,23
c4368,18,27,35
c4369,7,23,31
c4370,19,14,22
c4371,7,15,49
c4372,5,19,26
c4373,14,17,23
c4374,12,26,31
c4375,9,50,69
c4376,35,30,29
c4377,4,42,22
c4378,4,35,61
c4379,18,24,29
c4380,8,18,58
c4381,30,26,41
c4382,30,26,39
c4383,16,34,32
c4384,34,37,36
c4385,2,65,113
c4386,35,29,16
c4387,25,28,43
c4388,0,17,49
c4389,8,21,26
c4390,12,16,16
c4391,37,47,46
c4392,22,43,44
c4393,15,31,53
c4394,34,18,34
c4395,16,22,21
c4396,34,36,63
c4397,10,31,37
c4398,4,34,37
c4399,16,37,69
c4400,9,9,42
c4401,3,39,109
c4402,13,28,32
c4403,20,34,49
c4404,23,35,50
c4405,13,21,19
c4406,30,31,36
c4407,14,60,91
c4408,6,26,46
c4409,17,53,42
c4410,7,15,14
c4411,19,37,42
c4412,5,27,53
c4413,21,39,41
c4414,12,56,56
c4415,10,29,36
c4416,20,6,21
c4417,44,29,37
c4418,11,14,26
c4419,9,35,30
c4420,24,40,49
c4421,0,34,37
c4422,6,22,44
c4423,10,70,71
c4424,11,34,27
c4425,60,123,164
c4426,32,25,31
c4427,36,24,25
c4428,31,52,72
c4429,29,32,45
c4430,8,16,11
c4431,33,38,32
c4432,30,22,36
c4433,25,58,70
c4434,35,30,50
c4435,44,31,43
c4436,4,36,54
c4437,25,26,15
c4438,31,95,97
c4439,18,22,19
c4440,5,62,90
c4441,14,55,99
c4442,5,46,51
c4443,34,49,85
c4444,18,28,26
c4445,28,47,35
c4446,14,12,35
c4447,19,21,14
c4448,2,49,47
c4449,36,22,51
c4450,0,36,33
c4451,11,48,66
c4452,28,22,39
c4453,3,36,39
c4454,27,43,36
c4455,21,39,40
c4456,31,27,56
c4457,33,21,31
c4458,39,26,27
c4459,20,30,23
c4460,8,46,83
c4461,18,30,29
c4462,20,61,71
c4463,25,36,38
c4464,17,26,61
c4465,16,9,36
c4466,23,59,87
c4467,31,19,48
c4468,2,26,46
c4469,22,26,40
c4470,5,108,100
c4471,14,36,31
c4472,15,48,66
c4473,8,28,33
c4474,2,25,28
c4475,13,56,45
c4476,15,27,26
c4477,5,33,51
c4478,8,31,43
c4479,9,33,32
c4480,0,26,44
c4481,9,34,34
c4482,0,37,32
c4483,5,16,13
c4484,1,32,43
c4485,23,24,29
c4486,4,40,83
c4487,0,16,57
c4488,7,38,72
c4489,15,22,37
c4490,16,72,81
c4491,17,49,53
c4492,4,27,57
c4493,12,30,52
c4494,24,18,41
c4495,22,46,72
c4496,13,59,51
c4497,9,21,31
c4498,18,44,42
c4499,7,17,12
c4500,33,30,44
c4501,10,28,25
c4502,4,35,47
c4503,23,24,32
c4504,36,20,23
c4505,34,33,34
c4506,2,8,28
c4507,39,61,55
c4508,19,69,77
c4509,5,28,47
c4510,37,68,61
c4511,11,26,29
c4512,35,65,76
c4513,39,29,32
c4514,12,49,83
c4515,9,48,51
c4516,28,75,76
c4517,13,35,31
c4518,12,38,48
c4519,11,32,30
c4520,0,84,70
c4521,15,104,106
c4522,34,58,108
c4523,27,18,19
c4524,37,16,22
c4525,9,14,35
c4526,11,36,28
c4527,15,35,16
c4528,17,54,54
c4529,12,72,68
c4530,15,48,53
c4531,20,39,50
c4532,9,29,38
c4533,10,34,50
c4534,7,39,69
c4535,28,20,35
c4536,41,37,54
c4537,32,33,61
c4538,17,26,32
c4539,27,43,20
c4540,42,34,35
c4541,0,29,41
c4542,6,38,49
c4543,10,32,43
c4544,22,25,42
c4545,16,17,12
c4546,7,20,45
c4547,3,27,48
c4548,10,57,42
c4549,7,21,24
c4550,7,24,85
c4551,37,20,17
c4552,28,34,33
c4553,5,43,47
c4554,12,28,38
c4555,13,50,85
c4556,28,78,81
c4557,15,33,37
c4558,31,30,38
c4559,31,13,20
c4560,25,63,103
c4561,18,29,34
c4562,8,33,41
c4563,12,25,25
c4564,15,42,25
c4565,5,28,104
c4566,21,28,53
c4567,17,18,41
c4568,37,24,35
c4569,23,49,78
c4570,11,32,48
c4571,44,33,44
c4572,12,9,20
c4573,7,50,33
c4574,7,22,25
c4575,10,24,33
c4576,7,14,38
c4577,18,27,41
c4578,39,55,53
c4579,35,40,65
c4580,35,47,41
c4581,12,23,13
c4582,26,59,62
c4583,34,38,37
c4584,14,40,112
c4585,69,54,55
c4586,18,46,59
c4587,21,8,27
c4588,18,45,51
c4589,16,29,33
c4590,8,34,32
c4591,17,15,17
c4592,11,17,46
c4593,21,29,27
c4594,18,34,43
c4595,26,27,55
c4596,15,32,29
c4597,24,22,17
c4598,6,29,29
c4599,4,44,31
c4600,11,0,66
c4601,20,10,21
c4602,4,28,20
c4603,5,28,43
c4604,33,33,33
c4605,12,30,26
c4606,22,36,31
c4607,12,22,22
c4608,11,43,53
c4609,2,38,43
c4610,13,82,83
c4611,4,60,95
c4612,6,45,41
c4613,38,41,37
c4614,21,13,15
c4615,9,54,38
c4616,4,59,92
c4617,12,17,25
c4618,15,21,33
c4619,1,16,24
c4620,15,18,23
c4621,36,47,43
c4622,3,24,56
c4623,4,37,24
c4624,16,28,23
c4625,18,33,61
c4626,18,52,59
c4627,3,39,36
c4628,6,57,46
c4629,11,55,70
c4630,12,36,45
c4631,18,15,18
c4632,25,25,41
c4633,9,11,15
c4634,4,41,39
c4635,28,32,33
c4636,6,18,31
c4637,28,47,45
c4638,5,45,26
c4639,34,33,41
c4640,15,39,52
c4641,17,31,41
c4642,11,42,29
c4643,29,68,87
c4644,18,32,52
c4645,62,88,89
c4646,22,24,25
c4647,23,37,71
c4648,26,61,68
c4649,4,24,55
c4650,21,30,26
c4651,13,44,32
c4652,5,38,25
c4653,11,21,36
c4654,2,22,26
c4655,20,32,26
c4656,3,26,42
c4657,37,25,42
c4658,18,11,20
c4659,6,60,66
c4660,14,20,24
c4661,29,43,114
c4662,16,4,44
c4663,39,37,25
c4664,26,54,37
c4665,34,40,51
c4666,20,20,15
c4667,40,55,38
c4668,18,42,33
c4669,34,45,48
c4670,2,38,59
c4671,27,26,27
c4672,7,53,86
c4673,3,26,18
c4674,5,38,54
c4675,8,37,39
c4676,9,59,80
c4677,0,20,47
c4678,10,66,62
c4679,4,46,75
c4680,14,33,44
c4681,14,28,42
c4682,4,32,50
c4683,7,37,40
c4684,18,21,25
c4685,19,11,18
c4686,4,23,44
c4687,2,21,27
c4688,4,31,33
c4689,12,52,100
c4690,58,41,79
c4691,14,8,39
c4692,8,26,47
c4693,19,13,40
c4694,13,28,52
c4695,19,39,52
c4696,10,49,44
c4697,20,32,39
c4698,7,27,41
c4699,28,25,34
c4700,19,41,112
c4701,16,21,18
c4702,25,75,50
c4703,28,37,36
c4704,36,55,48
c4705,28,28,32
c4706,21,43,64
c4707,10,42,84
c4708,17,17,28
c4709,10,60,46
c4710,27,14,20
c4711,33,25,26
c4712,7,46,39
c4713,9,30,85
c4714,8,43,41
c4715,63,44,43
c4716,1,35,42
c4717,31,23,22
c4718,21,64,74
c4719,25,17,17
c4720,10,56,70
c4721,28,18,21
c4722,55,47,33
c4723,47,53,62
c4724,36,60,61
c4725,36,44,17
c4726,12,20,12
c4727,1,14,20
c4728,11,42,36
c4729,23,12,15
c4730,18,37,26
c4731,26,21,29
c4732,7,19,11
c4733,7,48,70
c4734,30,25,36
c4735,15,64,63
c4736,36,28,41
c4737,3,14,43
c4738,30,17,35
c4739,34,65,83
c4740,18,14,9
c4741,17,38,41
c4742,8,36,41
c4743,25,33,40
c4744,30,27,41
c4745,12,12,14
c4746,11,85,97
c4747,4,14,34
c4748,41,68,64
c4749,34,65,50
c4750,23,27,19
c4751,20,40,41
c4752,26,17,18
c4753,20,20,25
c4754,7,27,27
c4755,0,37,37
c4756,4,27,43
c4757,21,43,64
c4758,20,19,33
c4759,14,21,24
c4760,34,30,48
c4761,17,24,14
c4762,6,33,60
c4763,16,34,52
c4764,9,39,38
c4765,19,47,71
c4766,25,29,26
c4767,3,19,42
c4768,3,35,48
c4769,0,23,38
c4770,6,30,44
c4771,0,36,53
c4772,14,83,62
c4773,16,13,37
c4774,0,33,30
c4775,23,49,57
c4776,13,22,36
c4777,24,28,25
c4778,6,54,41
c4779,17,26,40
c4780,15,58,73
c4781,8,33,55
c4782,3,27,32
c4783,22,61,37
c4784,20,52,51
c4785,33,33,24
c4786,24,11,15
c4787,16,62,80
c4788,4,43,55
c4789,14,26,36
c4790,27,42,46
c4791,31,24,38
c4792,15,28,22
c4793,16,30,20
c4794,30,25,63
c4795,20,26,38
c4796,0,53,61
c4797,14,26,34
c4798,16,40,36
c4799,4,21,31
c4800,35,35,35
c4801,3,30,55
c4802,3,22,34
c4803,15,28,29
c4804,23,50,35
c4805,16,45,37
c4806,32,31,28
c4807,49,50,50
c4808,17,19,22
c4809,19,35,59
c4810,8,21,44
c4811,57,20,20
c4812,18,47,47
c4813,9,45,53
c4814,5,34,43
c4815,20,39,55
c4816,37,36,57
c4817,12,40,52
c4818,32,47,49
c4819,19,26,30
c4820,42,23,34
c4821,4,52,72
c4822,0,24,25
c4823,15,30,53
c4824,23,10,17
c4825,2,21,48
c4826,5,33,67
c4827,18,40,32
c4828,9,37,44
c4829,4,26,21
c4830,25,32,55
c4831,53,38,44
c4832,44,36,54
c4833,30,28,37
c4834,7,14,11
c4835,13,54,28
c4836,16,14,23
c4837,2,25,49
c4838,4,25,46
c4839,2,28,3
c4840,10,40,26
c4841,18,48,24
c4842,16,5,20
c4843,26,38,37
c4844,6,78,98
c4845,30,30,41
c4846,41,77,90
c4847,21,15,17
c4848,15,32,46
c4849,15,27,27
c4850,4,58,108
c4851,6,39,33
c4852,15,29,70
c4853,31,45,77
c4854,49,16,46
c4855,41,58,91
c4856,0,34,28
c4857,37,22,23
c4858,15,21,31
c4859,3,29,32
c4860,30,23,27
c4861,23,22,31
c4862,37,21,44
c4863,3,64,80
c4864,36,51,52
c4865,20,29,48
c4866,4,40,56
c4867,12,31,46
c4868,20,14,22
c4869,10,40,54
c4870,3,37,36
c4871,17,67,68
c4872,6,34,43
c4873,39,27,82
c4874,3,24,30
c4875,4,22,53
c4876,32,14,27
c4877,11,26,38
c4878,18,30,54
c4879,4,56,67
c4880,26,10,31
c4881,8,26,35
c4882,28,66,61
c4883,7,77,52
c4884,10,29,27
c4885,8,38,54
c4886,6,17,31
c4887,31,52,54
c4888,25,32,39
c4889,6,19,15
c4890,30,23,37
c4891,1,38,28
c4892,37,29,34
c4893,8,23,38
c4894,29,24,39
c4895,8,31,52
c4896,6,18,21
c4897,8,34,37
c4898,3,40,45
c4899,1,14,35
c4900,29,22,29
c4901,4,39,45
c4902,3,26,59
c4903,21,33,33
c4904,14,36,30
c4905,15,41,58
c4906,1,21,59
c4907,30,28,59
c4908,50,27,50
c4909,7,10,31
c4910,15,51,91
c4911,4,57,51
c4912,23,57,46
c4913,8,52,46
c4914,8,36,38
c4915,34,54,45
c4916,5,21,52
c4917,2,53,59
c4918,20,17,28
c4919,16,24,41
c4920,23,53,73
c4921,18,42,48
c4922,10,47,43
c4923,31,24,32
c4924,25,37,20
c4925,12,22,19
c4926,11,71,64
c4927,8,52,93
c4928,13,54,68
c4929,3,41,55
c4930,90,66,112
c4931,0,21,28
c4932,3,46,69
c4933,5,32,70
c4934,2,22,34
c4935,14,22,41
c4936,16,35,17
c4937,3,21,31
c4938,48,57,64
c4939,20,45,64
c4940,32,28,42
c4941,10,46,31
c4942,10,71,82
c4943,63,55,84
c4944,33,26,39
c4945,36,77,79
c4946,25,35,30
c4947,12,49,48
c4948,1,33,39
c4949,9,38,48
c4950,5,31,52
c4951,2,25,23
c4952,18,11,39
c4953,3,79,69
c4954,39,26,46
c4955,37,24,32
c4956,5,44,49
c4957,9,39,60
c4958,11,31,35
c4959,7,25,52
c4960,30,50,65
c4961,10,50,63
c4962,4,0,70
c4963,5,50,107
c4964,8,27,47
c4965,5,20,25
c4966,26,19,31
c4967,3,14,47
c4968,10,25,28
c4969,36,32,45
c4970,25,37,36
c4971,6,16,35
c4972,9,44,45
c4973,31,40,39
c4974,37,24,27
c4975,63,38,33
c4976,44,30,29
c4977,6,25,33
c4978,0,18,25
c4979,5,37,64
c4980,7,44,50
c4981,27,66,96
c4982,17,33,39
c4983,24,24,20
c4984,64,48,62
c4985,35,29,40
c4986,36,28,41
c4987,11,26,59
c4988,19,13,21
c4989,4,24,59
c4990,23,24,33
c4991,6,27,38
c4992,40,48,49
c4993,26,54,63
c4994,5,50,39
c4995,27,56,34
c4996,20,19,17
c4997,22,39,35
c4998,2,17,64
c4999,4,25,14
c5000,10,50,45
c5001,3,37,49
c5002,13,13,33
c5003,29,17,34
c5004,5,29,20
c5005,13,35,49
c5006,54,38,52
c5007,10,29,62
c5008,23,43,50
c5009,33,22,33
c5010,30,19,13
c5011,77,54,60
c5012,3,29,43
c5013,37,31,71
c5014,53,13,41
c5015,61,72,67
c5016,20,25,32
c5017,23,26,26
c5018,16,35,40
c5019,9,22,22
c5020,12,21,34
c5021,22,18,26
c5022,17,27,28
c5023,25,42,71
c5024,24,60,73
c5025,22,44,65
c5026,18,42,20
c5027,38,20,33
c5028,9,48,73
c5029,4,49,51
c5030,34,47,54
c5031,50,87,125
c5032,20,15,26
c5033,18,25,39
c5034,37,63,66
c5035,12,34,38
c5036,14,19,93
c5037,41,87,106
c5038,10,20,24
c5039,4,56,55
c5040,31,32,26
c5041,18,45,59
c5042,4,30,43
c5043,27,33,42
c5044,6,45,53
c5045,22,18,30
c5046,28,70,107
c5047,21,46,49
c5048,14,20,52
c5049,18,33,64
c5050,26,17,16
c5051,25,13,18
c5052,18,24,23
c5053,22,24,30
c5054,2,33,71
c5055,35,20,13
c5056,3,24,39
c5057,11,23,33
c5058,44,42,46
c5059,6,22,16
c5060,37,105,106
c5061,24,20,18
c5062,5,15,21
c5063,50,49,58
c5064,28,20,19
c5065,24,77,86
c5066,18,18,25
c5067,24,49,60
c5068,5,17,46
c5069,8,16,17
c5070,21,21,14
c5071,7,57,83
c5072,4,40,40
c5073,18,30,24
c5074,7,54,57
c5075,4,17,37
c5076,28,26,45
c5077,6,47,41
c5078,27,12,19
c5079,26,20,21
c5080,37,36,31
c5081,12,14,17
c5082,21,21,24
c5083,15,37,52
c5084,3,23,27
c5085,38,49,52
c5086,19,28,38
c5087,34,28,27
c5088,8,31,45
c5089,9,24,31
c5090,54,0,54
c5091,43,39,30
c5092,22,39,53
c5093,27,27,12
c5094,10,9,15
c5095,48,52,61
c5096,61,27,30
c5097,17,34,44
c5098,18,23,45
c5099,18,68,91
c5100,11,28,24
c5101,8,36,45
c5102,31,33,40
c5103,14,30,45
c5104,20,43,41
c5105,6,25,29
c5106,44,80,57
c5107,9,75,81
c5108,12,28,26
c5109,5,14,30
c5110,4,50,90
c5111,16,32,16
c5112,19,24,28
c5113,17,23,22
c5114,0,22,32
c5115,14,20,26
c5116,7,22,4
c5117,27,26,39
c5118,18,93,98
c5119,8,14,41
c5120,2,20,42
c5121,27,36,61
c5122,3,26,58
c5123,19,31,36
c5124,24,30,21
c5125,15,46,68
c5126,5,10,10
c5127,18,39,50
c5128,26,20,20
c5129,28,53,61
c5130,7,49,90
c5131,2,30,38
c5132,17,73,64
c5133,57,90,76
c5134,17,77,65
c5135,6,22,31
c5136,13,34,26
c5137,27,37,48
c5138,56,16,62
c5139,37,36,49
c5140,28,38,58
c5141,5,48,69
c5142,1,51,59
c5143,16,43,53
c5144,9,13,20
c5145,43,16,26
c5146,15,16,36
c5147,9,14,40
c5148,16,51,56
c5149,10,34,36
c5150,11,17,13
c5151,46,44,65
c5152,3,48,64
c5153,18,16,7
c5154,20,27,15
c5155,2,42,56
c5156,25,13,28
c5157,22,34,22
c5158,27,21,22
c5159,12,79,91
c5160,36,42,55
c5161,17,22,38
c5162,12,26,47
c5163,58,39,46
c5164,18,16,25
c5165,53,53,53
c5166,22,20,33
c5167,19,18,32
c5168,2,28,48
c5169,20,51,55
c5170,3,35,56
c5171,46,14,23
c5172,8,29,37
c5173,4,30,53
c5174,4,34,36
c5175,19,47,86
c5176,1,39,80
c5177,5,50,35
c5178,9,16,17
c5179,27,59,67
c5180,5,17,30
c5181,11,44,41
c5182,5,25,38
c5183,8,66,103
c5184,6,18,43
c5185,14,46,50
c5186,13,16,18
c5187,22,33,25
c5188,6,30,30
c5189,9,41,46
c5190,9,40,54
c5191,1,27,38
c5192,38,28,31
c5193,24,19,29
c5194,4,23,34
c5195,11,35,44
c5196,5,34,52
c5197,21,13,47
c5198,2,16,41
c5199,18,33,37
c5200,55,58,55
c5201,10,20,36
c5202,31,32,32
c5203,24,21,37
c5204,10,34,30
c5205,11,24,22
c5206,6,27,47
c5207,22,37,43
c5208,19,49,53
c5209,42,59,57
c5210,20,49,72
c5211,5,61,64
c5212,7,63,96
c5213,27,14,12
c5214,19,25,69
c5215,7,30,22
c5216,52,43,53
c5217,61,57,50
c5218,36,48,33
c5219,2,32,84
c5220,19,25,40
c5221,18,32,38
c5222,11,55,51
c5223,28,51,55
c5224,32,32,38
c5225,35,26,34
c5226,30,42,39
c5227,36,29,23
c5228,10,44,49
c5229,35,48,76
c5230,23,38,35
c5231,21,25,20
c5232,7,29,33
c5233,0,27,41
c5234,16,16,32
c5235,5,48,42
c5236,5,25,44
c5237,3,31,43
c5238,16,29,35
c5239,18,57,55
c5240,22,73,84
c5241,3,22,45
c5242,29,32,63
c5243,14,33,52
c5244,9,37,38
c5245,20,42,48
c5246,25,37,45
c5247,6,4,32
c5248,30,20,30
c5249,3,40,33
c5250,5,31,41
c5251,14,20,21
c5252,21,17,26
c5253,20,6,13
c5254,32,21,22
c5255,10,88,98
c5256,16,40,31
c5257,20,15,15
c5258,7,40,34
c5259,81,65,74
c5260,12,30,43
c5261,9,93,130
c5262,25,25,19
c5263,0,22,35
c5264,45,18,15
c5265,8,61,63
c5266,14,55,111
c5267,4,20,51
c5268,6,20,52
c5269,22,40,47
c5270,33,24,34
c5271,19,20,30
c5272,24,28,23
c5273,56,37,40
c5274,28,24,19
c5275,15,59,41
c5276,6,29,37
c5277,32,101,128
c5278,25,86,81
c5279,7,54,59
c5280,17,15,37
c5281,26,23,17
c5282,11,37,38
c5283,41,17,21
c5284,5,32,37
c5285,26,19,42
c5286,8,15,41
c5287,30,62,47
c5288,20,20,25
c5289,35,60,94
c5290,3,37,49
c5291,32,57,85
c5292,23,14,20
c5293,1,32,41
c5294,19,25,27
c5295,28,30,35
c5296,20,16,19
c5297,0,4,16
c5298,14,54,60
c5299,14,74,85
c5300,0,36,36
c5301,10,38,55
c5302,26,47,47
c5303,26,60,53
c5304,21,24,41
c5305,34,35,57
c5306,36,34,42
c5307,12,30,33
c5308,3,15,28
c5309,7,50,55
c5310,28,82,63
c5311,23,32,24
c5312,39,26,28
c5313,6,42,60
c5314,0,20,31
c5315,6,42,62
c5316,11,49,62
c5317,33,25,34
c5318,14,19,53
c5319,17,42,53
c5320,11,19,25
c5321,6,23,41
c5322,40,7,30
c5323,42,27,31
c5324,50,60,54
c5325,24,12,13
c5326,8,37,67
c5327,15,69,93
c5328,12,35,24
c5329,5,14,39
c5330,5,38,46
c5331,3,59,71
c5332,32,27,46
c5333,25,20,23
c5334,20,23,44
c5335,18,34,55
c5336,21,22,28
c5337,18,49,53
c5338,21,39,46
c5339,49,31,49
c5340,26,27,23
c5341,48,61,52
c5342,12,32,40
c5343,28,48,50
c5344,5,24,50
c5345,10,37,47
c5346,12,12,24
c5347,34,20,23
c5348,18,24,36
c5349,23,41,53
c5350,17,46,37
c5351,7,77,113
c5352,25,34,28
c5353,10,48,37
c5354,11,33,42
c5355,23,21,17
c5356,36,22,31
c5357,17,98,156
c5358,11,21,35
c5359,50,17,45
c5360,11,23,24
c5361,13,33,25
c5362,12,21,58
c5363,33,36,32
c5364,7,20,23
c5365,18,35,55
c5366,63,52,53
c5367,26,22,18
c5368,10,13,23
c5369,43,24,21
c5370,33,21,32
c5371,12,39,37
c5372,7,23,29
c5373,8,28,34
c5374,5,30,45
c5375,9,44,71
c5376,35,35,47
c5377,33,34,35
c5378,7,21,39
c5379,88,55,66
c5380,34,45,73
c5381,8,57,62
c5382,12,53,59
c5383,32,32,39
c5384,29,28,34
c5385,46,41,51
c5386,25,34,18
c5387,0,28,33
c5388,25,15,29
c5389,10,15,12
c5390,8,8,18
c5391,58,28,49
c5392,30,26,35
c5393,21,20,23
c5394,4,35,39
c5395,8,21,16
c5396,9,36,17
c5397,43,31,30
c5398,24,17,44
c5399,24,24,20
c5400,19,38,39
c5401,20,32,48
c5402,29,51,65
c5403,24,74,77
c5404,22,8,22
c5405,6,35,28
c5406,21,52,65
c5407,37,30,35
c5408,12,24,26
c5409,29,40,51
c5410,2,30,13
c5411,8,36,52
c5412,8,33,60
c5413,30,17,16
c5414,34,17,26
c5415,10,30,31
c5416,19,35,43
c5417,47,34,50
c5418,67,64,89
c5419,11,75,78
c5420,2,24,55
c5421,20,17,24
c5422,54,25,48
c5423,6,35,32
c5424,25,51,69
c5425,36,42,37
c5426,40,17,25
c5427,19,133,126
c5428,5,58,70
c5429,20,15,28
c5430,6,23,20
c5431,20,12,34
c5432,21,23,28
c5433,0,45,58
c5434,27,56,113
c5435,5,50,73
c5436,19,56,41
c5437,8,38,52
c5438,23,42,78
c5439,24,54,94
c5440,6,41,77
c5441,8,15,12
c5442,8,19,41
c5443,8,71,44
c5444,23,60,58
c5445,0,34,71
c5446,0,30,40
c5447,11,44,83
c5448,4,31,47
c5449,37,32,30
c5450,13,41,37
c5451,4,11,6
c5452,19,16,11
c5453,0,35,69
c5454,1,24,61
c5455,21,37,55
c5456,19,30,34
c5457,0,15,49
c5458,9,48,56
c5459,19,31,34
c5460,5,31,45
c5461,8,37,46
c5462,48,69,62
c5463,16,49,99
c5464,12,32,20
c5465,41,18,24
c5466,19,27,28
c5467,106,104,126
c5468,5,59,33
c5469,20,36,37
c5470,30,41,84
c5471,5,35,44
c5472,22,25,37
c5473,8,35,45
c5474,16,78,84
c5475,12,5,24
c5476,27,27,41
c5477,33,18,46
c5478,12,32,42
c5479,4,14,28
c5480,16,34,26
c5481,11,40,38
c5482,15,23,23
c5483,13,37,28
c5484,17,61,68
c5485,6,30,15
c5486,17,33,30
c5487,23,54,59
c5488,23,40,56
c5489,23,30,19
c5490,10,35,45
c5491,14,18,38
c5492,17,80,93
c5493,19,20,24
c5494,25,34,40
c5495,15,22,27
c5496,6,55,81
c5497,23,64,50
c5498,3,22,31
c5499,21,53,49
c5500,10,86,74
c5501,45,36,32
c5502,26,34,49
c5503,13,24,42
c5504,48,39,75
c5505,2,10,41
c5506,39,22,21
c5507,23,23,45
c5508,14,73,122
c5509,51,34,36
c5510,22,61,50
c5511,15,30,51
c5512,46,22,37
c5513,18,38,45
c5514,9,20,37
c5515,12,18,12
c5516,28,19,27
c5517,40,16,49
c5518,13,41,36
c5519,17,46,40
c5520,20,52,57
c5521,31,28,27
c5522,8,33,45
c5523,8,24,29
c5524,4,27,38
c5525,18,24,27
c5526,30,23,34
c5527,8,16,28
c5528,36,25,19
c5529,2,36,52
c5530,16,51,80
c5531,11,39,54
c5532,33,10,27
c5533,20,37,36
c5534,29,39,37
c5535,32,110,102
c5536,18,27,34
c5537,25,13,63
c5538,15,24,32
c5539,5,26,30
c5540,7,45,36
c5541,7,37,43
c5542,32,44,46
c5543,17,59,50
c5544,12,36,38
c5545,28,40,33
c5546,5,12,41
c5547,68,46,81
c5548,42,19,8
c5549,25,64,63
c5550,17,36,17
c5551,5,53,72
c5552,16,60,64
c5553,3,16,55
c5554,33,29,59
c5555,8,13,34
c5556,19,35,62
c5557,9,19,30
c5558,27,12,35
c5559,13,34,35
c5560,3,2,51
c5561,40,48,63
c5562,4,30,28
c5563,34,55,54
c5564,21,12,16
c5565,20,13,12
c5566,8,33,18
c5567,11,30,43
c5568,1,17,28
c5569,0,17,30
c5570,2,18,58
c5571,34,39,46
c5572,12,54,100
c5573,23,49,36
c5574,29,43,21
c5575,2,42,52
c5576,12,66,84
c5577,10,31,52
c5578,3,29,48
c5579,32,41,35
c5580,32,37,70
c5581,8,27,21
c5582,19,32,30
c5583,38,25,34
c5584,25,30,47
c5585,19,52,53
c5586,3,22,40
c5587,3,27,36
c5588,5,57,83
c5589,9,40,46
c5590,16,23,42
c5591,10,17,55
c5592,20,43,66
c5593,2,17,44
c5594,8,19,42
c5595,35,31,43
c5596,56,25,66
c5597,44,10,51
c5598,3,26,45
c5599,12,25,25
c5600,1,28,48
c5601,5,31,48
c5602,49,30,44
c5603,39,48,50
c5604,14,37,46
c5605,2,40,54
c5606,17,17,32
c5607,20,38,47
c5608,12,46,57
c5609,16,16,18
c5610,2,23,29
c5611,11,18,17
c5612,3,28,78
c5613,36,25,41
c5614,2,57,52
c5615,1,38,32
c5616,0,26,38
c5617,14,52,42
c5618,9,32,42
c5619,34,26,47
c5620,8,61,77
c5621,35,31,24
c5622,32,46,28
c5623,3,27,80
c5624,13,17,22
c5625,18,34,53
c5626,18,40,50
c5627,3,27,38
c5628,14,20,24
c5629,9,40,53
c5630,29,24,11
c5631,11,20,17
c5632,38,66,49
c5633,26,21,22
c5634,19,9,15
c5635,32,47,39
c5636,5,38,41
c5637,29,26,40
c5638,35,10,55
c5639,36,59,57
c5640,19,22,6
c5641,56,59,51
c5642,63,21,26
c5643,10,23,14
c5644,20,29,43
c5645,10,45,43
c5646,24,17,47
c5647,42,31,33
c5648,8,32,42
c5649,23,85,92
c5650,30,32,26
c5651,5,47,57
c5652,3,14,64
c5653,2,15,53
c5654,17,50,45
c5655,19,36,30
c5656,25,23,17
c5657,23,30,16
c5658,39,51,58
c5659,11,47,64
c5660,30,63,63
c5661,23,26,39
c5662,26,31,42
c5663,40,74,91
c5664,4,37,57
c5665,8,66,65
c5666,5,32,43
c5667,20,17,19
c5668,31,13,30
c5669,20,13,26
c5670,18,60,94
c5671,32,28,43
c5672,5,33,54
c5673,24,36,43
c5674,18,29,36
c5675,27,19,22
